	年份	报告标题	披露时间	披露机构	攻击方法	组织别名	报告摘要
1151	2019 (398)	土耳其黑客针对我国发起攻击！ ！！	2019/12/28	Talos	['恶意扫描']	暂无数据	近期，监测到土耳其黑客Turk Hack Team对中国网站发起攻击（Turan Ordusu活动），以实际行动表明对“东突厥斯坦”的支持。该组织目前的主要动机是篡改相关机构网站页面，宣扬“反动”言论。目前已经有大量的国内政府、医疗、学校、研究机构网站被该组织篡改网站页面。黑客疑似通过搜索引擎筛选中国国内网站管理员后台登录入口，并通过暴力破解方式，获取登录凭据进入网站系统，篡改网站页面。 Turk Hack Team是一个来自于土耳其的黑客组织团伙，至今仍在活跃。自2013年以来，以其认为不尊重土耳其或以其他方式轻视土耳其人（文化、历史、政治等）的网站和群体为目标，发动针对性的网络攻击活动。 2013年8月，对1600多个中文网站进行了黑客攻击和破坏； 2015年4月，使用分布式拒绝服务攻击攻击了梵蒂冈的一些网站； 2016年7月，使用分布式拒绝服务（DDoS）攻击美国国会图书馆； 2016年，针对俄罗斯（“ THT俄罗斯行动”）和伊朗进行了大规模的网络攻击，并在攻击活动破坏了2024个网站，并声称利用DDoS成功攻击了俄罗斯和伊朗政府部门的顶级网站； 2016年期间，入侵亚美尼亚的外交部网站以及某些国家在该国大使馆，以支持阿塞拜疆的政治活动； 2017年3月，通过其官方Twitter feed宣称在针对荷兰的“ Netherlands Operation”攻击活动中，对252个荷兰网站进行了首页篡改攻击； 该黑客团伙的攻击目标为政府，医院以及来自世界各地多个国家（例如中国，以色列，美国，英国，荷兰，俄罗斯，伊朗，梵蒂冈和德国）的大学；
1152	2019 (398)	肚脑虫(Donot)组织和C-Major组织的钩沉拾遗	2019/12/28	安恒信息	"['鱼叉式网络钓鱼电子邮件', '跨站脚本攻击', 'DDOS攻击', '无文件攻击', '拒绝服务攻击', '水坑式攻击', '供应链攻击', '中间人攻击', 'APT攻击']"	DonotAPT-C-35肚脑虫TransparentTribe	近期，安恒安全研究院猎影威胁分析团队对肚脑虫(donot)组织进行了一些梳理，在梳理过程中，又发现了一些和 C-Major 组织的关联项。于是对这两个组织做了对比分析。
1153	2019 (398)	Metamorfo银行木马，滥用AVAST签名文件隐藏恶意活动	2019/12/27	enSilo	['暂无数据']	暂无数据	"enSilo威胁研究团队发现传播Metamorfo银行木马的恶意活动，并且发现该恶意变种滥用由Avast（杀毒软件厂商）数字签名的可执行文件。恶意软件通过伪装成""Adobe Acrobat Reader Installer""的MSI下载程序交付。MSI下载程序首先会检测是否在虚拟机中运行，如果没有，则下载一个恶意zip文件解压并删除自身，然后建立持久性并重启系统。zip文件夹下的文件通过DLL劫持、进程注入、反射加载等方式加载有效负载。在此活动中，Metamorfo使用虚假的“蓝屏窗口”隐藏其恶意活动，避免被受害者发现。"
1154	2019 (398)	电诈团伙的千里眼：伪装成银监会移动端的恶意APP分析	2019/12/27	奇安信	['暂无数据']	暂无数据	"奇安信病毒响应中心最近发现一款伪装成名为""CBRC""(中国银监会或银监会英文简称)的APP。该APP伪造""资金清查""界面，收集受害者的银行账户信息，包括案件编号、银行卡号、账户密码、登入密码等。在运行过程中会通过闹钟服务在低电耗模式下开启重复定时任务，主要用于收集用户信息，实时监控受害者；通过上传手机注册信息来获取远程操作指令的参数配置信息。远程指令包括设置静音模式、备份短信信息、删除短信信息和电话转接列表等。"
1155	2019 (398)	FIN7组织新工具BIOLOAD，利用DLL搜索顺序劫持执行	2019/12/27	FORTINET	['暂无数据']	FIN7Anunak	国外研究人员最近发现一个类似FIN7组织工具BOOSTWRITE的新负载。攻击者使用了DLL搜索顺序劫持技术，滥用合法的应用程序FaceFodUninstaller.exe加载恶意负载WinBio.dll(BIOLOAD)。加载程序针对64位的操作系统，启动时，会在%TEMP%\目录下创建一个未加密的文本日志文件，再以子进程形式启动，通过使用COM对象访问任务计划程序来建立持久性。BIOLOAD具有嵌入的加密有效负载DLL，可以使用简单的XOR解密，并根据计算机名定制解密秘钥，秘钥被嵌入在加载程序中。使用计算机名的CRC32校验和作为种子，密钥的一部分被MurmurHash3的结果覆盖，可以逃避沙箱的检测，并在相关上下文丢失时阻止研究人员分析有效负载，BIOLOAD携带的有效负载是Carbanak后门的更新版本。
1156	2019 (398)	有效数字证书被恶意利用，传播大灰狼远控木马	2019/12/27	瑞星	['暂无数据']	暂无数据	最近，瑞星研究人员发现一批病毒样本，样本携带有效的数字签名，且签名照名称与国内外的一些知名厂商一致。病毒使用了DLL劫持，进程注入，自带有效证书等多种手段来规避杀毒软件的查杀，故很难被察觉到。一旦中招，将被植入大灰狼远控木马(Ghost)。研究人员指出数字签名通常在以下两种情况会不再值得被信任：1.数字签名拥有者没有妥善保管签名用的私钥，导致证书泄露或者被攻击者窃取；2.证书颁发机构审核不严，攻击者向证书颁发机构提交伪造的公司资料，并成功的获取到了证书机构颁发了签有该公司信息的数字签名。
1157	2019 (398)	南亚地区 APT 组织 2019 年度攻击活动总结	2019/12/27	AntiyLabs	['暂无数据']	DonotAPT-C-35肚脑虫	攻击活动的重点目标依旧是中国和巴基斯坦。但是与 2017、2018年的历史数据相比，其针对巴基斯坦的攻击活动呈现明显的上升趋势，而针对中国的攻击活动却稍有缓和。 初始入侵手段主要为社会工程学，按重要程度依次为鱼叉漏洞文档，鱼叉LNK文件，自解压程序，CHM文档，U盘等; 在代码执行阶段，除社会工程学直接诱导受害者执行程序外，其主要使用 Office 漏洞，使用频率最高的为CVE-2017-11882，其次是CVE-2018-0798; 在持久化方面上，其使用的技术均比较常见
1158	2019 (398)	钓鱼邮件伪装成葡萄牙财政税收部门，传播新木马Lampion	2019/12/26	Cofense	['暂无数据']	暂无数据	研究人员最近发现冒充葡萄牙政府财政税收部门传播网络钓鱼邮件的活动，电子邮件伪装成年度税收申报主题，分发名为Lampion的新木马，该木马看起来像是ChePro木马家族变体。当受害者单击电子邮件正文中的可用链接，就会从在线服务器下载恶意压缩文件，其中包含Lampion的初始下载脚本FacturaNovembro-4492154-2019-10_8.vbs，该脚本通过添加注释块进行了简单混淆，执行后，将下载P-19-2.dll文件(Lampion)和0.zip，并在Windows StartUp文件夹下创建.Ink文件来保持持久性。恶意软件收集计算机磁盘、打开的窗口、剪贴板和银行凭证的详细信息并发送到可用的C2。恶意软件受到VMProtect 3.x的保护，使分析人员无法反编译源代码，加大分析难度。
1159	2019 (398)	KONNI攻击活动持续，伪装韩国Android聊天应用KakaoTalk	2019/12/25	奇安信	['暂无数据']	暂无数据	奇安信威胁情报中心近日发现多起疑似针对韩国地区Android用户的恶意代码攻击活动。攻击者通过将恶意安卓应用伪装成韩国常用移动应用，从而诱导受害者安装使用。分析显示，此次攻击活动无论从攻击手法还是木马框架都与ESTsecurity披露的KONNI Android木马一致。 KONNI最早是思科安全团队于2017年7月披露的一种信息窃取木马，据分析其攻击活动可追溯至2014年，攻击目标通常与朝鲜有关。 KONNI Android木马是ESTsecurity在2019年8月披露的，研究人员发现了一个鱼叉式网络钓鱼攻击，该邮件伪装成韩国比特币交易所的通知。该恶意应用程序主要是窃取受害者手机设备上的信息，接受各种C2命令，检查计算机和移动设备的Web浏览器环境并访问门户网站或应用（隐藏手段之一），下载类似的恶意应用变体。
1160	2019 (398)	Gozi V3：通过自身的隐身性进行跟踪	2019/12/25	SophosLabs	['暂无数据']	暂无数据	"Gozi(又名Ursnif或ISFB)银行木马由于其源码泄露，其多种变体正在流行，而Gozi V3 版本使用无文件技术和多种规避策略，以尝试绕过端点防御技术。Gozi V3 通过垃圾邮件包含的链接进行分发，链接指向一个恶意文件，例如经过模糊处理的Visual Basic脚本，其充当一个dropper组件。dropper组件下载并执行具有有效数字签名的可执行文件(即Gozi加载程序)，该文件与C2通信，以获取主要的Gozi可执行文件。攻击者通过限制服务器端的有效负载交付，来避免研究人员获取有效负载，使用的方法：Gozi dropper只有在请求文件机器的IP地址被定位到垃圾邮件所定位的区域，并且请求在相对较短的时间内到达时才有效。攻击者通过删除第二阶段可执行文件的""DOS标头""和取消PE魔术值、节名(PE头的其他部分，如编译时间戳，仍然存在于内存中)，来逃避转储工具的搜索。有效负载将以PowerShell脚本的形式存储在注册表中，以避免传统的静态(磁盘上的文件)检测。在系统启动时，PowerShell脚本将Gozi worker注入到资源管理器进程中，再次访问C2服务器以进行窃取活动。"
1161	2019 (398)	钓鱼攻击活动利用磁盘映像文件，传播远控木马和信息窃取程序	2019/12/25	Trustwave	['暂无数据']	暂无数据	"国外研究人员发现最近的两个垃圾邮件活动，攻击者将恶意代码隐藏在磁盘映像格式文件中，将钓鱼链接指向该文件或者将该文件作为钓鱼邮件附件来进行恶意活动。第一个活动伪造联邦快递货运电子邮件，针对该公司的法国客户，电子邮件中包含电子邮件链接，其指向含有Nanocore RAT可执行文件的ISO文件。恶意可执行文件将创建Windows CLI工具""RegAsm""的新进程，并将恶意负载注入其中，然后与C2通信。第二个活动通过垃圾邮件，传播包含恶意DAA格式文件的发票，其中的可执行文件是最新版本的Remcos RAT v2.5.0 Pro，该RAT具有一项新功能，可清除浏览器的登录名和cookie，以帮助攻击者清除恶意活动痕迹。这两起活动均使用免费的动态DNS作为C2，例如duckdns和ddns。除了Remcos和Nanocore等远控木马外，活动中还传播信息窃取程序，例如Lokibot。"
1162	2019 (398)	恶意软件Raccoon被积极销售，用于窃取目标财务信息	2019/12/24	cybereason	['暂无数据']	暂无数据	国外研究人员最近揭露了信息窃取程序Raccoon的相关信息，该恶意软件自2019年4月以来一直在地下网络犯罪中积极销售，遵循恶意软件及服务模式，由俄罗斯的团队开发，该团队通过俄语黑客论坛和英语社区推广此软件。Raccoon通过Fallout漏洞利用工具包、带有恶意宏文档的网络钓鱼邮件或捆绑恶意软件感染目标。感染后，Raccoon加载程序会向C2服务器发送带有Base64编码参数bot_id和config_id的POST请求，验证bot_id后便会下载带有Raccoon有效负载。然后窃取感染系统存储的信用卡信息、加密货币钱包、浏览器数据和电子邮件凭据等数据。
1163	2019 (398)	模块化恶意软件JsOutProx			['暂无数据']		
1164	2019 (398)	大规模网络钓鱼活动仿冒加拿大银行，窃取用户银行登录凭据	2019/12/24	Check Point	['暂无数据']	暂无数据	Check Point最近监测到一个新的网络钓鱼活动，该活动冒充了加拿大皇家银行，向加拿大的多个组织和受害者发送包含恶意PDF附件的的电子邮件，该活动持续了至少两年。PDF附件使用皇家银行的徽标以及授权码，受害者可能需要为该授权码更新RBC Express在线银行系统的数字证书，当受害者点击文档中出现的任何URL时，就会被引导至一个仿冒RBC 官方网站的页面，要求输入RBC Express凭据。为了逃避检测，某些PDF文档受密码保护，并且将密码附加在电子邮件正文中。
1165	2019 (398)	新P2P僵尸网络Ｍozi，利用Telnet弱口令和漏洞传播	2019/12/24	360	['暂无数据']	暂无数据	研究人员最近发现一个P2P僵尸网络，根据其传播样本文件名称特征将其命名为Mozi。Mozi 僵尸网络依赖DHT协议建立一个P2P网络，通过ECDSA384以及XOR算法保证自身组件和P2P网络的完整性和安全性。恶意样本通过Telnet弱口令和一些已知的漏洞传播，例如CVE-2014-8361、CVE-2018-10561、CVE-2018-10562等。Ｍozi僵尸网络中的各个节点接收来自Botnet Master下发的指令执行，指令存在于名为Config的负载中，主要指令包括DDoS攻击、收集Bot信息、执行指定URL的payload、从指定的URL更新样本、执行系统或自定义命令。Ｍozi复用Gafgyt的代码实现了许多常见功能，如单一实例，修改进程名，网络流量放行。
