,国家,报告标题,披露时间,披露机构,攻击方法,组织别名,报告摘要
465,伊朗 (5),Charming Kitten：伊朗针对人权活动人士、学术研究人员和媒体转载的网络间谍行为—以及HBO黑客关联,2017/12/8,Clearsky,"['后门木马', '鱼叉', '式', '钓鱼攻击', '漏洞利用', '水坑攻击']",NewsBeef,Charming Kitten是伊朗网络间谍组织，大约在2014年起开始活动。这份报告公开的是2016到2017年活跃的海量间谍机器。攻击者呈现的是冒充组织和个人群体、鱼叉和水坑攻击。本文将分析其利用、传送以及C2基础设施，并曝光DownPaper，一个由攻击者开发、至今未被存档的恶意软件。 本报告记录的事件仅为目标攻击事件的一小部分，波及数千人。我们公开了超过85个IP地址，240个恶意域名，数百个主机和多个虚假实体——其中大部分创建于2016-2017年。
466,非洲 (4),网络钓鱼活动瞄准五家非洲金融机构以窃取凭据,2020/5/29,Cofense,['网络钓鱼'],暂无数据,Cofense网络钓鱼防御中心发现了针对五家不同非洲金融机构的网络钓鱼活动，该活动目标是窃取凭据。示例电子邮件据称来自南非税务局（SARS）的eFiling服务，敦促用户单击所对应的银行链接以退税，银行包括南非联合银行（ABSA）、Capitec银行、第一国家银行(FNB)、莱利银行和标准银行。点击链接，用户将被带到对应所选银行的网络钓鱼登录门户。用户所输入的用户ID、PIN和手机号码，将被攻击者获取。
467,非洲 (4),MMCore针对南亚地区的APT攻击活动分析,2020/4/17,腾讯,['暂无数据'],ConfuciusBITTERBITTER蔓灵花蔓灵花Dropping ElephantDropping ElephantAPT-C-09白象 摩诃草幼象,MMCore针对南亚地区的APT攻击活动分析，MMCore是一款有趣的恶意文件，为下载器下载后在内存中解密执行的一个恶意文件。该恶意文件也被称为BaneChant，最早由fireeye在2013年曝光。此外Forcepoint也在2017年初曝光过而恶意文件的一些攻击活动。 该恶意文件的活动，主要活跃在亚洲地区，包括中国、巴基斯坦、阿富汗、尼泊尔等。不过Forcepoint也提到该攻击活动也包含非洲和美国。攻击的目标主要为军事目标、媒体、大学等。
468,非洲 (4),在野的GoBrut新版本,2019/8/13,YOROI,"['漏洞', '攻击', '木马后门']",暂无数据,"国外研究人员发现一个受到破坏的网站，里面包含大量的恶意ELF二进制文件，这些文件均是同一个样本(GoBrut僵尸木马变种)的副本。木马通过路径“bots / knock”与C2进行通信，并检测是否需要更新其版本。与以前版本不一致的地方是，新变种会以JSON格式检索目标列表并尝试访问。研究人员发现攻击者创建的一个名为” wpBrt”(WordPress Brute Forcing)攻击活动项目, 利用暴力破解方式攻击了超过27万个第三方网站。其中遭受攻击的顶级域名大部分位于EMEA(欧洲、中东和非洲)地区。"
469,非洲 (4),Vault 7行动背后的间谍组织Longhorn,2017/4/10,Symantec,['暂无数据'],LambertsLonghorn,"“Vault 7”行动使用的间谍工具和操作协议针对了至少16个不同国家的40个目标，赛门铁克称实施该行动的团伙为Longhorn。种种迹象表明Longhorn从2007年开始活动，2011年开始变的活跃，使用了一系列后门木马和0-day漏洞，针对行业包括政府，国际运营机构，金融，电信，能源，航空航天，信息技术，教育和自然资源部门，针对地区包括中东，欧洲，亚洲和非洲。赛门铁克2014年发现其使用了零日漏洞CVE-2014-4148，木马为Plexor。Longhorn使用的手段非常复杂，为间谍组织。其使用的其他木马包括Corentry, Backdoor.Trojan.LH1和 Backdoor.Trojan.LH2。Vault 7泄露的第二个文档详细描述了Fire and Forget，一种用于通过称为“Archangel”的工具对用户模式注入有效载荷的规范。泄露的第三份文件概述了恶意软件工具应遵循的加密协议，包括使用SSL来防止中间人（MITM）攻击，每次连接交换一次密钥，以及使用带有32位密钥的AES。这些要求与赛门铁克发现的所有Longhorn工具中所遵循的加密实践相一致。其他Vault 7文档概述了要使用的交易手段，例如使用实时传输协议（RTP）作为C＆C通信手段，采用擦除使用（wipe-on-use）作为标准做法，内存中字符串使用唯一的部署时间键进行字符串混淆，以及使用涉及重命名和重写的安全擦除协议。"
470,阿富汗 (4),SideWinder利用南亚问题进行网络钓鱼和移动攻击,2020/12/9,TrendMicro,['鱼叉式网络钓鱼攻击'],T-APT-04响尾蛇,趋势科技最近发现了SideWinder组织用于传播恶意LNK文件并托管凭据的多个网络钓鱼页面服务器。该组织的目标主要包括在尼泊尔和阿富汗的多个政府和军事单位。发送收集的凭据后，某些网络钓鱼页面会将受害者重定向到其他文档或新闻页面。这些页面和文档的主题与Covid-19或尼泊尔，巴基斯坦，印度和中国之间最近的领土争端有关。
471,阿富汗 (4),TransparentTribe攻击活动分析,2020/8/20,securelist,"['远控木马', '恶意软件']",TransparentTribe,"TransparentTribe，又名ProjectM,是南亚地区活跃的APT组织。该小组一直保持着相似的TTP，通常采用嵌入恶意宏的文档为感染媒介，这些宏似乎是自定义的生成器生成的，该组织主要的恶意软件是独自研发的Crimson RAT,有时还会使用基于Python的远控木马。在过去的一年中，卡巴斯基监测到该组织攻击开始加强，针对范围更广，并加大了对阿富汗的攻击力度，同时，卡巴斯基还捕获了Crimson RAT服务端组件，披露了一个之前从未公开的插件 - USBWorm,该插件能感染可移动设备，并从中窃取数据。"
472,阿富汗 (4),MMCore针对南亚地区的APT攻击活动分析,2020/4/17,腾讯,['暂无数据'],ConfuciusBITTERBITTER蔓灵花蔓灵花Dropping ElephantDropping ElephantAPT-C-09白象 摩诃草幼象,MMCore针对南亚地区的APT攻击活动分析，MMCore是一款有趣的恶意文件，为下载器下载后在内存中解密执行的一个恶意文件。该恶意文件也被称为BaneChant，最早由fireeye在2013年曝光。此外Forcepoint也在2017年初曝光过而恶意文件的一些攻击活动。 该恶意文件的活动，主要活跃在亚洲地区，包括中国、巴基斯坦、阿富汗、尼泊尔等。不过Forcepoint也提到该攻击活动也包含非洲和美国。攻击的目标主要为军事目标、媒体、大学等。
473,阿富汗 (4),神秘APT框架DarkUniverse被曝光，使用鱼叉式钓鱼进行窃密活动,2019/11/6,Kaspersky,['鱼叉邮件'],暂无数据,卡巴斯基最近揭露了神秘APT组织框架DarkUniverse的一系列活动，该组织从2009年到2017年一直活跃，这些活动与ItaDuke系列活动存在代码重叠。攻击者主要采用鱼叉式钓鱼手法，向目标发送带有恶意Microsoft Office文档的信函，2018年的攻击活动中大约有20名受害者，受害者包括平民组织和军事组织，分别位于叙利亚，伊朗，阿富汗，坦桑尼亚，埃塞俄比亚，苏丹，俄罗斯，白俄罗斯和阿拉伯联合酋长国。恶意样本在发送之前立即编译，2017年使用的最新样本中包括updater.mod和提供键盘记录功能的gum30.dll文件。updater.mod模块负责连接到C2并下载其他恶意软件模块，包括dfrgntfs5.sqt–用于执行来自C2的命令的模块，msvcrt58.sqt–窃取邮件凭据和电子邮件的模块等，所有的恶意软件模块均使用自定义算法加密。恶意软件配置存储在注册表中的SOFTWARE\AppDataLow\GUI\LegacyP中，其中包括C2账户凭据等信息。
474,葡萄牙 (4),代表欧洲大陆和Worten品牌的网络钓鱼活动目前将在葡萄牙传播,2020/8/17,seguranca,"['社会工程', '网络钓鱼']",暂无数据,代表Continente and Worten品牌的广告系列正在通过SMS（smishing）进行共享，此活动目前正在葡萄牙传播，该活动不仅针对葡萄牙品牌和组织还将其他品牌和国家作为目标，例如西班牙，美国，加拿大，英国，匈牙利等。攻击者通过将受害者引导到目标登陆页面的服务器来收集受害者的详细信息。 这种信息可能会用在这种性质的未来活动中 ，它是通过社会工程针对受害者的，以利用新的网络钓鱼浪潮或可能涉及恶意软件的活动。
475,葡萄牙 (4),针对拉丁美洲的银行木马Mekotio分析,2020/8/13,WeLiveSecurity,"['钓鱼攻击', '木马后门']",暂无数据,Mekotio是一种活跃于拉丁美洲的银行木马，主要针对巴西，智利，墨西哥，西班牙，秘鲁和葡萄牙。该恶意软件家族的最新变体中最显著的功能是使用SQL数据库作为C2服务器。 攻击方式为：通过向受害者显示伪造的弹出窗口进行攻击，试图诱使他们泄露敏感信息；使用多阶段下载链；利用合法的AutoIt解释器来执行；通过运行键或在启动文件夹中创建LNK文件来确保持久性；具有几种典型的后门功能，可以截取屏幕截图，操作窗口，模拟鼠标和键盘操作，重新启动机器，限制对各种银行网站的访问并自动更新；采用多种方法生成C2服务器的地址：基于硬编码伪造的DNS；基于本地时间DGA;基于日期DGA。
476,葡萄牙 (4),Lampion木马新变种，持续针对葡萄牙和巴西银行组织,2020/7/6,seguranca,"['钓鱼攻击', '木马后门', '水坑攻击']",暂无数据,研究人员发现了银行木马Lampion的新变体。该恶意软件通常是通过简单的电子邮件模板分发的，受害者通常会下载包含VBS下载器的ZIP文件。新变体通过伪造的页面分发一个MSI文件，文件主题与葡萄牙政府应对COVID-19相关，在执行后会启动VBS文件。此文件负责从在线云（例如AWS，Microsoft，SAPO和最近的Google）下载两个文件，从而在计算机上保持持久性。VBS文件利用Windows rundll32库将第一个DLL注入内存，将第二个DLL加载到内存中并启动感染过程。这两个文件都使用了VM Protector打包。C2的地址以及与C2的通信方式也有变化，使用TCP套接字，不再是之前使用的HTTP。在恶意软件运行期间，它会收集键盘输入，并处于不断循环中，以识别用户正在访问的焦点窗口。有趣的是，攻击者使用了IP地址黑名单，每当客户端从这些IP地址之一执行感染时，恶意软件都会在收到来自C2的命令后终止执行，并重新启动受感染的计算机。
477,葡萄牙 (4),Grandoreiro新变体目标扩展至葡萄牙，新增Latenbot-C2功能,2020/5/26,seguranca,"['鱼叉', '式', '网络钓鱼', '木马后门']",暂无数据,研究人员在2020年4月至2020年5月期间，发现了新的Grandoreiro变体。Grandoreiro是针对巴西，墨西哥，西班牙，秘鲁的拉丁美洲银行木马，现目标已扩展到葡萄牙。恶意软件继续通过malscam活动进行传播，受害者的姓名被用作恶意附件名称的一部分。附件是一个HTML文档，可下载Grandoreiro的第1阶段负载-VBScript文件，该文件根据目标国家和活动从在线服务器下载一个ISO文件。最终的有效载荷是用Delphi编写的木马。恶意软件收集受害者设备上的银行详细信息、获得对操作系统的全面控制、重新启动和锁定、窗口覆盖、进行按键记录以及执行浏览器交互。除此之外，还发现Grandoreiro与Latenbot-C2流量的相似性，Grandoreiro运营商可能通过添加Latenbot僵尸网络模块，以改善C2与受感染主机之间的通信。其目的是通过从受害者设备中窃取信息(通常是与银行相关的信息)获取利益。
