,报告标题,APT组织,披露时间,披露机构,攻击方法,报告摘要
258,Adobe和Windows 0day攻击可能被俄罗斯APT28在高度针对性攻击中利用,STRONTIUM (22),2015-04-18,FireEye,C&C漏洞利用,FireEye实验室于2015年4月13日检测到一个利用0-day漏洞攻击Adobe Flash和windows系统的APT攻击行为。攻击者通过构建特定的参数利用C&C手段对Adobe漏洞（CVE-2015-3043）发起攻击。FireEye评估认为此次事件为APT28攻击行为。
259,SWEED黑客组织近期动态，针对外贸企业,SWEED (3),2020-07-03,启明星辰,鱼叉式网络钓鱼电子邮件木马后门,"近期，启明星辰ADLab捕获到大量针对全球制造、运输、能源等行业及部分医疗机构发起的鱼叉式钓鱼邮件定向攻击。从邮件的分析结果来看，受害者大多遍布于美国、加拿大、德国、中国、英国、法国、西班牙等国家和地区。攻击者以""装船通知单""、""装箱交货价单""、""紧急运输文件""等主题邮件作为诱饵向攻击目标植入信息窃密木马(Agent Tesla、Formbook、Lokibot)和远程控制程序(NanoCore、Remcos)。通过溯源分析确定此次攻击活动来自尼日利亚，并且关联出了大批量的黑恶意域名(攻击者使用境外的Duck DNS注册动态域名)和IP地址。通过追踪攻击者使用的网络基础设施，发现此次攻击活动最早可追溯到2020年1月。攻击者的攻击动机、攻击目标、作业风格与SWEED黑客组织极为相似，他们还有着相似的攻击习惯，并使用相同窃密木马程序，以及同样风格的C&amp;C地址。因此，研究人员认为这批攻击背后应该就是SWEED黑客组织。攻击者的重点目标为从事对外贸易的中小型企业，其目的是通过植入特定的后门以实现对目标计算机进行信息收集和长期监控，并为接下来的横向移动攻击提供基础。"
260,疑似SWEED组织利用Office漏洞，攻击意大利精密工程公司,SWEED (3),2019-11-01,marcoramilli,鱼叉式钓鱼邮件木马后门,国外研究人员发现针对意大利精密工程公司的攻击活动。攻击者假装客户，将精心制作的恶意电子邮件发送给目标采购部门，其中包含Microsoft XLS文件。该表格利用了Microsoft Office(包括Office 360)中存在的内存损坏漏洞(CVE-2017-11882)。成功利用此漏洞后，攻击者可以在受害者打开恶意文档后在易受攻击的计算机上执行远程代码（甚至无需用户交互）。该漏洞位于Microsoft Office 的EquationEditor（EQNEDT32.EXE）中。一旦受害者打开文档，Object3会运行EquationEditor，并利用内存损坏漏洞执行代码。恶意负载会从注册表中收集访问凭据和令牌信息，并将其发送给C2服务器。研究人员认为该攻击的使用战术和策略，与SWEED组织曾经发起的攻击活动不谋而合，很可能是该组织所为。
261,SWEED组织：恶意软件Agent Tesla行为演变研究分析,SWEED (3),2019-07-15,Cisco,暂无数据,我们最近发现了大量正在进行的恶意软件传播活动，这些活动与一个名为“SWEED”的组织有关，传播的恶意软件包括著名的恶意软件Formbook、Lokibot和Agent Tesla。根据我们的研究，SWEED组织至少从2017年就开始运作了，主要使用偷窃者和远程访问木马的方法攻击受害者。在这篇文章中，我们将追溯与SWEED相关的每个活动，并讨论一些参与者的策略，技术和程序（TTPs）。
262,IcedID木马新变种，利用隐写术隐藏payloads,TA2101 (2),2019-12-03,Malwarebytes LABS,暂无数据,"安全研究人员发现威胁组织TA2101针对德国、意大利和美国的垃圾邮件活动。在针对美国的恶意活动中分发了IcedID银行木马，该木马从2019年9月开始使用隐写术策略隐藏负载。垃圾邮件据称来自美国邮政局，使用""USPS发送失败的尝试通知""主题，其中包含Microsoft Word文档格式附件，该文档诱使受害者启用宏来查看文档内容。用户启用宏后，会显示一个虚假的错误消息提示，提示表单中的标签内容为使用逗号隔开的数字，宏从标签中获取文本，将其转换成恶意负载链接地址或者路径以在执行期间使用。IcedID的加载程序是一个打包的PE文件，用于加载和注入无头的IcedID主模块PE文件。与以前的IcedID木马不同，新的无头的IcedID主模块PE文件需要通过加载其他有效负载(photo.png)才能生成。首先下载器会下载经过混淆模糊的png格式有效负载(photo.png)，再将其解码并注入无头的PE文件生成最终的IcedID主模块PE文件，然后通过IcedID自定义的加载程序加载生成最终有效负载，从而实现持久性。"
263,黑客组织(TA2101)模仿美国、德国、意大利的政府机构，通过钓鱼邮件分发勒索软件、后门木马,TA2101 (2),2019-11-14,Proofpoint,暂无数据,"国外研究人员发现一个新黑客组织(TA2101)模仿美国、德国、意大利的政府机构，通过钓鱼邮件分发勒索软件、后门程序和银行木马。针对德国IT支持公司的钓鱼邮件冒充德国联邦财政部，伪装成用户欠税通知，里面包含恶意的Word文档附件，一旦用户打开附件并启用宏，将安装Cobalt Strike和Maze勒索软件。针对意大利组织的钓鱼邮件冒充意大利税务局，伪装成新税收准则，一旦用户打开恶意附件文档，将被指引""启动内容""解密文件，一旦启用则会执行恶意宏，安装Maze勒索软件。针对美国医疗保健行业的钓鱼邮件冒充美国邮政服务，同样提供恶意Word文档附件，手法与针对意大利的活动类似，但最终安装的是IceID银行木马。"
264,近期使用新冠疫情（COVID-19）为诱饵的APT攻击活动汇总,TA505 (7),2020-03-28,腾讯,"恶意脚本木马后门,勒索软件钓鱼邮件",目前，由新型冠状病毒引起的肺炎疫情（COVID-19）在全球蔓延，已有190个国家存在确诊病例，全球确诊人数已经超过43万人，死亡病例超过1.9万。中国大陆已基本控制住疫情，但在意大利、西班牙、美国等发达国家疫情仍处于爆发期，世界卫生组织已将疫情的全球风险级别确定为“非常高”。 而随着新冠病毒疫情（COVID-19）在全球蔓延，以此为主题的网络攻击事件骤然增长。其中中国大陆、意大利、韩国等国家成为黑客网络攻击的高风险地区。腾讯安全威胁情报中心自疫情爆发后，已检测到多起以新冠病毒疫情为主题的攻击活动。 攻击者大多以投递邮件的方式，构造诱饵文件欺骗用户点击，恶意文件类型多种多样，覆盖EXE、MS Office宏文档、漏洞文档、lnk文件、VBS脚本等。而攻击的背景也包括具有国家背景的专业APT组织和普通黑产组织。本文对近期发现的以新冠病毒疫情为诱饵的攻击活动加以汇总，供大家参考。在此提醒广大政企单位和个人用户，在做好疫情防控的同时，也要做好网络安全的防护工作。
265,TA505黑产团伙更新诱饵：使用进度条迷惑受害者,TA505 (7),2019-10-30,奇安信,APT,TA505为proofpoint披露的网络犯罪组织，其相关活动可以追溯到2014年。该组织攻击目标为全球金融机构，采用大规模发送恶意邮件的方式进行攻击，曾经大范围传播Dridex，Locky等恶意程序。近年来各国执法机构已针对该组织采取了多次打击行动，比如通过打击Dridex等僵尸网络来削弱其影响，但都没有起到明显效果，直至今日，TA505仍然在网络上非常活跃。
266,TA505组织使用新SDBbot木马，针对希腊、德国等地区金融机构,TA505 (7),2019-10-16,Proofpoint,暂无数据,国外研究人员最近发现TA505组织通过电子邮件活动，分发新的下载器Get2。该下载器下载了有效负载FlawedGrace，FlawedAmmyy，Snatch和SDBbot(新的RAT)，而SDBbot是新的木马。该组织最近将希腊、德国和乔治亚州等地的金融机构作为目标，分发带有财务主题的恶意邮件。邮件包含恶意的Excel附件，Get2下载器被嵌入到文件中，与Microsoft Excel宏结合使用，收集基本的系统信息并通过GET请求发送给硬编码地址的C2服务器。SDBbot远程访问木马由三部分组成：安装程序，加载程序和RAT组件。安装程序将RAT组件存储在注册表中，并且会通过创建shim数据库(SDB)等方式为加载器组件建立持久性，SDBbot将其C2地址存储在纯文本字符串或文件(ip.txt)中，通过TCP端口443使用纯文本协议通信。
267,SectorJ04组织上半年活动分析报告,TA505 (7),2019-08-29,THREATRECON,漏洞攻击木马后门网络钓鱼,NSHC RedAlert Labs的ThreatRecon团队发布SectorJ04（又名TA505）组织2019年上半年活动分析报告。SectorJ04为俄罗斯网络犯罪组织，大约2014年开始运营，并利用针对欧洲、北美和西非国家和工业部门的恶意软件进行黑客活动以获取经济利益。2019年上半年，该组织活动明显增多，主要表现为以下三点：第一增加针对东亚和东南亚的黑客活动，包括韩国、中国、中国台湾和菲律宾等；第二垃圾邮件格式和黑客方法的变化，利用各种语言编写的垃圾邮件，包括英语、阿拉伯语、韩语和意大利语，使用多种内容主题的电子邮件，包括汇款卡、发票和税务发票。开始使用HTML文件作为附件或者文本中包含链接下载恶意文档，除了ServHelper和FlawedAmmy之外，还使用AdroMut和FlowerPippi后门；第三从特定组织和行业到随机目标，使其能够扩大活动的目标范围以获取经济利益。
268,TA505正在扩展其业务,TA505 (7),2019-05-29,YOROI,鱼叉式网络钓鱼,在过去的几天里，在监测活动中，Yoroi CERT发现了一起针对意大利组织的可疑袭击事件。恶意电子邮件包含一个高度可疑的样本，触发ZLAB团队调查其功能及其可能的归因，发现TA505操作的潜在扩展。威胁组织最近也因其最近针对银行和零售业的攻击行动而闻名，但最新证据表明其犯罪活动可能也会扩展到其他行业。
269,合法的远程访问工具变成了威胁演员的工具,TA505 (7),2019-04-24,Cyberint,网络钓鱼,这个名为TA505的复杂威胁演员团体在经济上受到激励，并且自2014年以来一直被归因于大量恶意电子邮件活动，包括Dridex和Shifu'banking特洛伊木马以及Neutrino僵尸网络/漏洞攻击套件和Locky勒索软件。
270,BlackTDS：新型恶意软件流量分配系统,TA505 (7),2018-03-13,Proofpoint,恶意软件,Proofpoint 研究人员披露，暗网上浮现传播恶意软件的新型流量分配系统（简称TDS），研究人员将其命名为“BlackTDS”。自2017年12月底以来 BlackTDS 的“主人”一直在地下市场宣传推广，自诩能以经济实惠的方式部署攻击工具包（EK）和恶意软件。
271,黑客组织TA555分发恶意软件AdvisorsBot，具备多种反分析功能和信息窃取模块,TA555 (1),2018-08-23,Proofpoint,暂无数据,Proofpoint的研究人员表示，他们最初在今年5月份检测了目的在于分发AdvisorsBot的垃圾电子邮件活动。到目前为止，这些电子邮件使用了多种不同的主题。主要被用于针对酒店、餐厅和电信行业，并且是由他们所追踪为TA555的黑客组织分发的。与大多数现代恶意软件一样，AdvisorsBot同样采用了多种反分析方法。其中，最有效的方法之一是使用垃圾代码（例如额外指令、条件语句和循环），从而大大减缓逆向工程的速度。Proofpoint的研究人员表示，他们在8月15日检测到的payload发生了很大的改变。攻击者使用了PowerShell和内嵌在PowerShell脚本中的NET.DLL对AdvisorsBot进行了重写。研究人员将这个变种标识为“PoshAdvisor”。虽然并不能确定这个黑客组织是否会在今后的活动中继续分发AdvisorsBot和PoshAdvisor，但这两个具备多种反分析功能和信息窃取模块的恶意软件是不容小视的。
